10.12.2023                                                                                                                                                                                                                                                                                              Salida dinámica de lista                                                                                                                                                                                                                                                                                                     1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Lista de pedidos

Solicitante 0000055464
            COMERCIAL KYWI S.A.
            QUITO
Fecha doc.  10.11.2023     A    10.12.2023
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Documento|Nombre 1           |Pos.|Destinatario       |Destino        |Rep.|CDis|CPag|Prc.neto|Denominación                            |Ctd.conf.|Creado |ClVt|Pedido  |Fecha doc.|Pedido  |Lote|Fe.entrega|Status            |Válido de |Ce. |UMB|Validez a |BF|Solic.|Tp.cambio|Ctd.ped.|Alm.|BqEn|Material      |Prec.Clien|P|UM|MonCd|por|UM| Valor neto|      Neto|Se|S|OfVta|GVen|OrgVt|UM|PsEx|Sal.mcías.|Mon.|Ctd.ped.|Denom.|MoPed|MR|PbP|Dir.sol.|Tp.DC|D/H|Fe.precio |UMB|PUFinal|% Cond|Sal.Cont A|UPA|Creado el |Net Sa CA|Hora    |MonP.|Fac.SAP.|Num.SII.|CPagDesc|FeFac|FechasFacturac         |LP|ListaPrec   |GP|
|  4021430  |COMERCIAL KYWI S.A.| 200|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Asiento Status Premium EF Blanco        |      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |SP0095091301CG|          | |  |     | 1 |UN|299.738,32 |     0,00 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 210|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |One Piece Oasis EF Blanco+Vitto+Angular |      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |CS1066441301CE|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 220|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Lavamanos Pompano Plus Blanco           |      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |CS0066261301CE|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 230|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Pedestal Andiamo Blanco                 |      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |SS0066651301CB|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 240|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  73,71 |Ind. Máxima Plus Blanco-Asto. Aragon EF |      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |JS0023201301CB|          | |  |     | 1 |UN|299.738,32 |   737,10 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 250|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Taza Máxima-Maelstrom Plus ADA EF Blanco|      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |SS0041191300CB|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 260|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Tanque Altima Plus Blanco               |      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |CS0023201300CB|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 270|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Asiento Aragon Elongado Blanco          |      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |SP0098031301CW|          | |  |     | 1 |UN|299.738,32 |     0,00 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 280|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  68,20 |One Piece Oasis RF Rimless Bl-Aragon    |      50 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     50 |    |    |JS0066431301CE|          | |  |     | 1 |UN|299.738,32 | 3.410,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     50 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 290|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |One Piece Oasis RF Rimless P. Clean Bl  |      50 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     50 |    |    |CS0066431301CE|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     50 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 300|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Asiento Aragon Redondo Blanco           |      50 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     50 |    |    |SP0098021301CG|          | |  |     | 1 |UN|299.738,32 |     0,00 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     50 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 310|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  84,25 |One Piece Oasis Rf Rimless Blanco A/S   |      50 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     50 |    |    |JSS066431301CE|          | |  |     | 1 |UN|299.738,32 | 4.212,50 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     50 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 320|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |One Piece Oasis RF Rimless P. Clean Bl  |      50 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     50 |    |    |CS0066431301CE|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     50 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 330|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Asiento Status Premium RF Blanco        |      50 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     50 |    |    |SP0095081301CG|          | |  |     | 1 |UN|299.738,32 |     0,00 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     50 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 340|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030| 148,54 |One Piece Málaga EF Blanco              |      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |JSY060551301CE|          | |  |     | 1 |UN|299.738,32 | 1.485,40 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
